,股票代码,股票简称,基本每股收益(元)2019.03.31,基本每股收益(元)2018.12.31,基本每股收益(元)2018.09.30,基本每股收益(元)2018.06.30,基本每股收益(元)2017.12.31,账面市值比(%)2019.05.10,总市值(元)2019.05.10,城市,省份
2917,600894.SH,广日股份,0.15,0.16,0.3,0.16,0.46,1.04,29146337331,广州市,广东省
2918,600895.SH,张江高科,0.11,0.35,0.3,0.23,0.3,0.19,4310731412,浦东新区,上海市
2919,600896.SH,览海投资,-0.03,0.13,0.04,0.06,-0.8,0.46,7147440000,海口市,海南省
2920,600897.SH,厦门空港,0.4,1.7,1.28,0.84,1.38,0.48,2111099135,厦门市,福建省
2921,600898.SH,国美通讯,-0.15,-1.51,-0.41,-0.18,0.05,0.18,3.6366E+11,济南市,山东省
2922,600900.SH,长江电力,0.13,1.03,0.81,0.39,1.01,0.31,19024960296,海淀区,北京市
2923,600901.SH,江苏租赁,0.13,0.43,0.34,0.23,0.43,0.6,14227312838,南京市,江苏省
2924,600903.SH,贵州燃气,0.06,0.21,0.14,0.15,0.2,0.17,11422070837,贵阳市,贵州省
2925,600908.SH,无锡银行,0.16,0.59,0.47,0.31,0.54,0.97,23355450000,无锡市,江苏省
2926,600909.SH,华安证券,0.13,0.15,0.1,0.07,0.18,0.53,11094280000,合肥市,安徽省
2927,600917.SH,重庆燃气,0.06,0.22,0.18,0.12,0.23,0.33,85659819000,江北区,重庆市
2928,600919.SH,江苏银行,0.33,1.04,0.89,0.59,1.03,1.48,43658005676,南京市,江苏省
2929,600926.SH,杭州银行,0.35,0.95,0.86,0.59,1.24,1.19,40755555561,杭州市,浙江省
2930,600928.SH,西安银行,0.17,0.59,--,0.3,0.53,0.55,7690754620,西安市,陕西省
2931,600929.SH,湖南盐业,0.05,0.16,0.11,0.1,0.21,0.3,6998627400,长沙市,湖南省
2932,600933.SH,爱柯迪,0.11,0.55,0.43,0.28,0.65,0.55,7352515452,宁波市,浙江省
2933,600936.SH,广西广电,0.01,0.07,0.09,0.05,0.12,0.5,9489835000,南宁市,广西壮族自治区
2934,600939.SH,重庆建工,0.01,0.2,0.11,0.09,0.2,0.54,69784330193,渝北区,重庆市
2935,600958.SH,东方证券,0.18,0.18,0.13,0.1,0.57,0.71,23370380756,黄浦区,上海市
2936,600959.SH,江苏有线,0.02,0.14,0.13,0.09,0.2,0.91,4134742503,南京市,江苏省
2937,600960.SH,渤海汽车,0.02,0.15,0.07,0.08,0.25,1.11,4261859945,滨州市,山东省
2938,600961.SH,株冶集团,-0.09,-3.09,-2.98,-2.58,0.11,-0.03,2396599400,株洲市,湖南省
2939,600962.SH,国投中鲁,0.01,0.02,0.03,0.03,0.03,0.24,7939124281,丰台区,北京市
2940,600963.SH,岳阳林纸,-0.02,0.26,0.24,0.21,0.28,0.91,8661856104,岳阳市,湖南省
2941,600965.SH,福成股份,0.05,0.2,0.18,0.1,0.19,0.19,5120113623,廊坊市,河北省
2942,600966.SH,博汇纸业,0.09,0.19,0.38,0.31,0.64,0.67,18366297851,淄博市,山东省
2943,600967.SH,内蒙一机,0.08,0.32,0.21,0.17,0.31,0.46,2730972572,包头市,内蒙古自治区
2944,600969.SH,郴电国际,0.05,0.1,0.16,0.12,0.11,1.14,11724727769,郴州市,湖南省
2945,600970.SH,中材国际,0.13,0.78,0.58,0.37,0.56,0.45,7400030118,南京市,江苏省
2946,600971.SH,恒源煤电,0.24,1.22,0.69,0.45,1.1,1.08,5193978197,淮北市,安徽省
2947,600973.SH,宝胜股份,0.03,0.1,0.09,0.07,0.07,0.65,7727678915,扬州市,江苏省
2948,600975.SH,新五丰,-0.05,-0.05,-0.07,-0.09,0.07,0.15,2583232424,长沙市,湖南省
2949,600976.SH,健民集团,0.18,0.53,0.48,0.38,0.59,0.43,29685300000,武汉市,湖北省
2950,600977.SH,中国电影,0.19,0.8,0.7,0.36,0.52,0.35,5931480016,怀柔区,北京市
2951,600978.SH,宜华生活,0.08,0.26,0.36,0.25,0.51,1.4,4398219557,汕头市,广东省
2952,600979.SH,广安爱众,0.05,0.27,0.22,0.13,0.29,0.81,1831476584,广安市,四川省
2953,600980.SH,北矿科技,0.07,0.22,0.2,0.12,0.28,0.31,11840047254,丰台区,北京市
2954,600981.SH,汇鸿集团,0.09,0.54,0.44,0.1,0.33,0.46,2674009400,南京市,江苏省
2955,600982.SH,宁波热电,0.03,0.21,0.17,0.12,0.13,0.74,4391695470,宁波市,浙江省
2956,600983.SH,惠而浦,-0.02,0.34,0.46,0.38,-0.13,0.9,5479992732,合肥市,安徽省
2957,600984.SH,建设机械,0.03,0.19,0.14,0.07,0.04,0.52,24939292458,西安市,陕西省
2958,600985.SH,淮北矿业,0.43,1.68,1.17,0.24,0.41,0.74,6203685478,淮北市,安徽省
2959,600986.SH,科达股份,0.02,0.2,0.43,0.4,0.5,0.86,7670086808,东营市,山东省
2960,600987.SH,航民股份,0.17,0.96,0.66,0.44,0.9,0.42,6889422626,杭州市,浙江省
2961,600988.SH,赤峰黄金,0.04,-0.09,0.06,0.04,0.19,0.52,--,赤峰市,内蒙古自治区
2962,600989.SH,宝丰能源,--,0.56,--,--,0.44,--,7790225643,银川市,宁夏回族自治区
2963,600990.SH,四创电子,-0.36,1.62,-0.03,-0.23,1.28,0.24,2009738000,合肥市,安徽省
2964,600992.SH,贵绳股份,0.03,0.1,0.07,0.05,0.09,--,7254636986,遵义市,贵州省
2965,600993.SH,马应龙,0.31,0.41,0.28,0.24,0.74,0.34,3832996464,武汉市,湖北省
2966,600995.SH,文山电力,0.36,0.62,0.69,0.59,0.33,0.54,9101622490,文山壮族苗族自治州,云南省
2967,600996.SH,贵广网络,0.05,0.3,0.24,0.23,0.42,0.52,10034895058,贵阳市,贵州省
2968,600997.SH,开滦股份,0.23,0.86,0.62,0.37,0.33,1.02,28089847650,唐山市,河北省
2969,600998.SH,九州通,0.18,0.73,0.42,0.29,0.87,0.54,1.01435E+11,武汉市,湖北省
2970,600999.SH,招商证券,0.29,0.54,0.37,0.21,0.78,0.76,17303711553,深圳市,广东省
2971,601000.SH,唐山港,0.07,0.27,0.19,0.13,0.32,0.89,7899864000,唐山市,河北省
2972,601001.SH,大同煤业,0.14,0.39,0.39,0.28,0.36,0.25,5596391400,大同市,山西省
2973,601002.SH,晋亿实业,0.09,0.22,0.15,0.08,0.19,0.48,16401876480,嘉兴市,浙江省
2974,601003.SH,柳钢股份,0.15,1.8,1.27,0.8,1.03,--,17208007328,柳州市,广西壮族自治区
2975,601005.SH,重庆钢铁,0.02,0.2,0.17,0.09,0.04,1.09,1.22056E+11,长寿区,重庆市
2976,601006.SH,大秦铁路,0.27,0.98,0.82,0.55,0.9,0.92,3024000000,大同市,山西省
2977,601007.SH,金陵饭店,0.04,0.26,0.2,0.16,0.35,0.46,4954249693,南京市,江苏省
2978,601008.SH,连云港,0,0,0.01,0.01,0.01,0.62,71420190720,连云港市,江苏省
2979,601009.SH,南京银行,0.39,1.26,1.01,0.7,1.09,1.13,6468000000,南京市,江苏省
2980,601010.SH,文峰股份,0.05,0.13,0.11,0.09,0.16,0.73,9762536358,南通市,江苏省
2981,601011.SH,宝泰隆,0.05,0.21,0.17,0.1,0.11,0.59,85060534910,七台河市,黑龙江省
2982,601012.SH,隆基股份,0.22,0.93,0.61,0.47,1.81,0.13,7219967365,西安市,陕西省
2983,601015.SH,陕西黑猫,0.02,0.26,0.16,0.08,0.25,0.77,11510901200,渭南市,陕西省
2984,601016.SH,节能风电,0.03,0.12,0.11,0.08,0.1,0.55,60199914487,海淀区,北京市
2985,601018.SH,宁波港,0.06,0.22,0.18,0.12,0.2,0.62,16340427000,宁波市,浙江省
2986,601019.SH,山东出版,0.1,0.71,0.54,0.36,0.74,0.44,5248644674,济南市,山东省
2987,601020.SH,华钰矿业,0.04,0.43,0.36,0.22,0.58,0.31,36611725680,拉萨市,西藏自治区
2988,601021.SH,春秋航空,0.52,1.67,1.58,0.83,1.58,0.37,3813335451,长宁区,上海市
2989,601028.SH,玉龙股份,-0.01,0.03,0.11,0.1,0.1,0.54,3721712036,无锡市,江苏省
2990,601038.SH,一拖股份,0.05,-1.32,-0.4,-0.15,0.06,1.13,9347053946,洛阳市,河南省
2991,601058.SH,赛轮轮胎,0.07,0.25,0.19,0.12,0.14,0.57,1.46047E+11,青岛市,山东省
2992,601066.SH,中信建投,0.19,0.38,0.3,0.23,0.51,0.33,16568410150,朝阳区,北京市
2993,601068.SH,中铝国际,0.01,0.08,0.07,0.08,0.21,0.37,9470040000,海淀区,北京市
2994,601069.SH,西部黄金,-0.03,0.02,-0.05,-0.02,0.03,0.15,3962700000,乌鲁木齐市,新疆维吾尔自治区
2995,601086.SH,国芳集团,0.07,0.2,0.16,0.12,0.22,0.36,3.566E+11,兰州市,甘肃省
2996,601088.SH,中国神华,0.63,2.21,1.77,1.16,2.26,0.73,22809200000,东城区,北京市
2997,601098.SH,中南传媒,0.17,0.69,0.48,0.35,0.84,0.51,24606902096,长沙市,湖南省
2998,601099.SH,太平洋,0.05,-0.19,-0.03,-0.02,0.02,0.42,25472160000,昆明市,云南省
2999,601100.SH,恒立液压,0.37,0.95,0.82,0.53,0.61,0.19,7691988924,常州市,江苏省
3000,601101.SH,昊华能源,0.18,0.6,0.76,0.53,0.52,1.02,22699261488,门头沟区,北京市
3001,601106.SH,中国一重,0,0.02,0.02,0.01,0.01,0.49,10717637305,齐齐哈尔市,黑龙江省
3002,601107.SH,四川成渝,0.14,0.28,0.3,0.21,0.29,1.37,39155990000,成都市,四川省
3003,601108.SH,财通证券,0.1,0.22,0.18,0.16,0.45,0.49,1.23705E+11,杭州市,浙江省
3004,601111.SH,中国国航,0.2,0.53,0.51,0.25,0.54,0.66,8456776321,顺义区,北京市
3005,601113.SH,华鼎股份,0.08,0.25,0.23,0.13,0.11,0.69,8478061632,金华市,浙江省
3006,601116.SH,三江购物,0.1,0.24,0.19,0.14,0.26,0.37,29499340000,宁波市,浙江省
3007,601117.SH,中国化学,0.13,0.39,0.33,0.22,0.32,0.65,21910670321,东城区,北京市
3008,601118.SH,海南橡胶,0,0.05,0.11,-0.09,-0.07,0.48,4838373400,海口市,海南省
3009,601126.SH,四方股份,-0.03,0.27,0.18,0.04,0.29,0.75,12906846802,海淀区,北京市
3010,601127.SH,小康股份,-0.09,0.12,0.06,0.27,0.81,0.28,19244821728,沙坪坝区,重庆市
3011,601128.SH,常熟银行,0.2,0.67,0.5,0.32,0.57,0.75,5093024029,苏州市,江苏省
3012,601137.SH,博威合金,0.11,0.55,0.42,0.26,0.49,0.69,2.80067E+11,宁波市,浙江省
3013,601138.SH,工业富联,0.15,0.9,0.53,0.3,0.95,0.21,16255545697,深圳市,广东省
3014,601139.SH,深圳燃气,0.08,0.36,0.29,0.22,0.4,0.52,86432536324,深圳市,广东省
3015,601155.SH,新城控股,0.09,4.69,1.4,1.14,2.71,0.1,27600000000,常州市,江苏省
3016,601158.SH,重庆水务,0.07,0.3,0.29,0.17,0.43,0.48,42372400000,渝中区,重庆市
3017,601162.SH,天风证券,0.03,0.06,0.06,--,0.09,0.26,11496000000,武汉市,湖北省
3018,601163.SH,三角轮胎,0.19,0.6,0.41,0.25,0.6,0.81,3.83907E+11,威海市,山东省
3019,601166.SH,兴业银行,0.95,2.85,2.36,1.55,2.74,1.21,13988210000,福州市,福建省
3020,601168.SH,西部矿业,0.1,-0.87,0.29,0.24,0.11,0.43,1.29606E+11,西宁市,青海省
3021,601169.SH,北京银行,0.3,0.91,0.76,0.54,0.99,1.52,4216632400,西城区,北京市
3022,601177.SH,杭齿前进,0.02,0.04,0.03,0.02,0.03,0.36,19580870585,杭州市,浙江省
3023,601179.SH,中国西电,0.02,0.11,0.05,0.05,0.18,0.96,1.33104E+11,西安市,陕西省
3024,601186.SH,中国铁建,0.28,1.26,0.9,0.56,1.16,0.74,4197652641,海淀区,北京市
3025,601188.SH,龙江交通,0.08,0.23,0.19,0.12,0.27,0.94,33867756868,哈尔滨市,黑龙江省
3026,601198.SH,东兴证券,0.2,0.37,0.28,0.21,0.48,0.58,3563151213,西城区,北京市
3027,601199.SH,江南水务,0.04,0.21,0.15,0.1,0.26,0.71,9607990155,无锡市,江苏省
3028,601200.SH,上海环境,0.2,0.82,0.71,0.4,0.72,0.47,--,浦东新区,上海市
3029,601206.SH,海尔施,--,--,--,--,--,--,3032748840,宁波市,浙江省
3030,601208.SH,东材科技,0,0.05,0.04,0.01,0.16,0.65,1.49566E+11,绵阳市,四川省
3031,601211.SH,国泰君安,0.33,0.7,0.58,0.43,1.11,0.78,29498452158,浦东新区,上海市
3032,601212.SH,白银有色,0.01,0,-0.04,-0.01,0.04,0.36,29195540169,白银市,甘肃省
3033,601216.SH,君正集团,0.09,0.27,0.22,0.17,0.25,0.49,3282725600,乌海市,内蒙古自治区
3034,601218.SH,吉鑫科技,0.01,-0.06,-0.09,-0.07,0.01,0.75,8613052644,无锡市,江苏省
3035,601222.SH,林洋能源,0.09,0.43,0.37,0.22,0.39,0.97,87000000000,南通市,江苏省
3036,601225.SH,陕西煤业,0.28,1.1,0.89,0.59,1.04,0.3,5416950000,西安市,陕西省
3037,601226.SH,华电重工,-0.02,0.05,0.04,0.01,0.03,0.64,26630674000,丰台区,北京市
3038,601228.SH,广州港,0.04,0.12,0.12,0.08,0.12,0.52,1.28842E+11,广州市,广东省
3039,601229.SH,上海银行,0.46,1.56,1.31,0.86,1.96,1.28,29048579793,浦东新区,上海市
3040,601231.SH,环旭电子,0.1,0.54,0.36,0.18,0.6,0.2,25561720565,浦东新区,上海市
3041,601233.SH,桐昆股份,0.29,1.16,1.37,0.98,1.42,0.56,1.06118E+11,嘉兴市,浙江省
3042,601238.SH,广汽集团,0.27,1.07,0.97,0.68,1.65,0.64,9611515299,广州市,广东省
3043,601258.SH,庞大集团,-0.07,-0.93,-0.04,0.04,0.03,1.06,1.25621E+12,唐山市,河北省
3044,601288.SH,农业银行,0.17,0.59,0.51,0.35,0.58,1.37,48735261898,东城区,北京市
3045,601298.SH,青岛港,0.15,0.6,--,0.32,0.55,0.63,10201665897,青岛市,山东省
3046,601311.SH,骆驼股份,0.19,0.66,0.45,0.34,0.57,0.44,1.45418E+12,襄阳市,湖北省
3047,601318.SH,中国平安,2.55,6.02,4.45,3.26,4.99,0.16,3.19566E+11,深圳市,广东省
3048,601319.SH,中国人保,0.13,0.32,0.29,--,0.39,0.3,18366856057,西城区,北京市
3049,601326.SH,秦港股份,0.02,0.15,0.17,0.13,0.18,0.77,4.24403E+11,秦皇岛市,河北省
3050,601328.SH,交通银行,0.28,0.96,0.74,0.51,0.91,1.63,9843550628,浦东新区,上海市
3051,601330.SH,绿色动力,0.08,0.25,0.22,0.16,0.2,0.27,21864125982,深圳市,广东省
3052,601333.SH,广深铁路,0.06,0.11,0.14,0.09,0.14,1.34,1.45481E+11,深圳市,广东省
3053,601336.SH,新华保险,1.08,2.54,2.47,1.86,1.73,0.5,7665000000,延庆区,北京市
3054,601339.SH,百隆东方,0.08,0.29,0.31,0.22,0.33,0.77,1.44074E+11,宁波市,浙江省
3055,601360.SH,三六零,0.1,0.53,0.38,0.23,--,0.37,5705118050,苏州市,江苏省
3056,601366.SH,利群股份,0.11,0.23,0.35,0.33,0.49,0.77,4797487055,青岛市,山东省
3057,601368.SH,绿城水务,0.12,0.38,0.3,0.22,0.47,0.71,10580167770,南宁市,广西壮族自治区
3058,601369.SH,陕鼓动力,0.08,0.21,0.23,0.12,0.15,0.63,16082543391,西安市,陕西省
3059,601375.SH,中原证券,0.05,0.02,0.03,0.04,0.11,0.61,42389931696,郑州市,河南省
3060,601377.SH,兴业证券,0.15,0.02,0.11,0.1,0.34,0.75,4111562000,福州市,福建省
3061,601388.SH,怡球资源,0,0.05,0.04,0.04,0.16,0.53,1.47053E+11,苏州市,江苏省
3062,601390.SH,中国中铁,0.15,0.72,0.56,0.39,0.67,1.12,1.92712E+12,丰台区,北京市
3063,601398.SH,工商银行,0.23,0.82,0.67,0.45,0.79,1.2,6925983315,西城区,北京市
3064,601500.SH,通用股份,0.05,0.2,0.16,0.09,0.2,0.52,12570048000,无锡市,江苏省
3065,601515.SH,东风股份,0.17,0.67,0.44,0.32,0.59,0.3,3929649802,汕头市,广东省
3066,601518.SH,吉林高速,0.03,0.19,0.16,0.1,0.24,0.91,13138697000,长春市,吉林省
3067,601519.SH,大智慧,0,0.05,-0.02,-0.01,0.19,0.07,32580000000,浦东新区,上海市
3068,601555.SH,东吴证券,0.2,0.12,0.06,0.01,0.26,0.62,7900086000,苏州市,江苏省
3069,601558.SH,ST锐电,0,0.03,0,0,0.02,0.29,7878275327,海淀区,北京市
3070,601566.SH,九牧王,0.47,0.93,0.61,0.46,0.86,0.53,9026564535,泉州市,福建省
3071,601567.SH,三星医疗,0.16,0.36,0.29,0.15,0.63,0.66,33531226789,宁波市,浙江省
3072,601577.SH,长沙银行,0.4,1.42,1.21,--,1.28,0.94,4356873600,长沙市,湖南省
3073,601579.SH,会稽山,0.13,0.36,0.2,0.17,0.37,0.71,12571750086,绍兴市,浙江省
3074,601588.SH,北辰实业,0.24,0.35,0.35,0.19,0.34,0.97,4982490000,朝阳区,北京市
3075,601595.SH,上海电影,0.12,0.63,0.27,0.16,0.69,0.43,31956059779,徐汇区,上海市
3076,601598.SH,中国外运,0.08,0.45,0.32,--,--,0.65,3035264878,海淀区,北京市
3077,601599.SH,鹿港文化,0.01,0.06,0.07,0.08,0.33,0.79,59670268779,苏州市,江苏省
3078,601600.SH,中国铝业,0.02,0.04,0.08,0.05,0.09,0.87,2.83504E+11,海淀区,北京市
3079,601601.SH,中国太保,0.6,1.99,1.4,0.91,1.62,0.38,10573734640,浦东新区,上海市
3080,601606.SH,长城军工,-0.06,0.15,0.06,0.03,0.2,0.11,48415115135,合肥市,安徽省
3081,601607.SH,上海医药,0.4,1.37,1.19,0.72,1.31,0.52,18182166838,浦东新区,上海市
3082,601608.SH,中信重工,0,0.02,0.02,0.01,0.01,0.47,21446250000,洛阳市,河南省
3083,601611.SH,中国核建,0.07,0.34,0.22,0.13,0.32,0.39,15356310067,青浦区,上海市
3084,601615.SH,明阳智能,0.04,0.39,0.23,0.13,0.32,0.34,3555185000,中山市,广东省
3085,601616.SH,广电电气,0.01,0.13,0.2,0.02,0.02,0.73,60386491723,奉贤区,上海市
3086,601618.SH,中国中冶,0.09,0.26,0.18,0.12,0.26,1.29,8988450000,朝阳区,北京市
3087,601619.SH,嘉泽新能,0.02,0.14,0.13,0.08,0.09,0.26,6.88395E+11,吴忠市,宁夏回族自治区
3088,601628.SH,中国人寿,0.92,0.39,0.69,0.57,1.13,0.53,69016294589,西城区,北京市
3089,601633.SH,长城汽车,0.08,0.57,0.43,0.4,0.55,0.73,10510724915,保定市,河北省
3090,601636.SH,旗滨集团,0.08,0.46,0.36,0.24,0.45,0.6,10129397773,株洲市,湖南省
3091,601666.SH,平煤股份,0.14,0.3,0.22,0.13,0.58,1.36,2.40553E+11,平顶山市,河南省
3092,601668.SH,中国建筑,0.21,0.87,0.62,0.42,1.07,0.46,78637040023,海淀区,北京市
3093,601669.SH,中国电建,0.13,0.48,0.38,0.27,0.48,0.69,5827978980,海淀区,北京市
3094,601677.SH,明泰铝业,0.24,0.84,0.68,0.44,0.73,0.91,10177596000,郑州市,河南省
3095,601678.SH,滨化股份,0.09,0.45,0.43,0.3,0.7,0.58,1.43836E+11,滨州市,山东省
3096,601688.SH,华泰证券,0.34,0.66,0.61,0.44,1.3,0.68,11968654119,南京市,江苏省
3097,601689.SH,拓普集团,0.16,1.04,0.85,0.6,1.06,0.62,23153507208,宁波市,浙江省
3098,601699.SH,潞安环能,0.29,0.89,0.75,0.47,0.93,1.02,8079944160,长治市,山西省
3099,601700.SH,风范股份,0.03,0.03,0.04,0.03,0.12,0.36,9781722116,苏州市,江苏省
3100,601717.SH,郑煤机,0.22,0.48,0.4,0.26,0.17,1.16,17303019852,郑州市,河南省
3101,601718.SH,际华集团,0,-0.02,0.04,0.05,0.18,0.76,73463915885,丰台区,北京市
3102,601727.SH,上海电气,0.05,0.2,0.15,0.12,0.19,0.62,2.25036E+11,长宁区,上海市
3103,601766.SH,中国中车,0.06,0.39,0.26,0.14,0.38,0.45,8210984869,海淀区,北京市
3104,601777.SH,力帆股份,-0.07,0.19,0.1,0.1,0.14,1.08,49453302604,沙坪坝区,重庆市
3105,601788.SH,光大证券,0.29,0.02,0.26,0.21,0.65,0.99,4177622400,静安区,上海市
3106,601789.SH,宁波建工,0.07,0.22,0.16,0.11,0.22,0.5,2137805034,宁波市,浙江省
3107,601798.SH,ST蓝科,-0.03,0.18,-0.26,-0.16,-0.25,0.81,19364004868,兰州市,甘肃省
3108,601799.SH,星宇股份,0.62,2.21,1.59,1.09,1.7,0.24,1.63225E+11,常州市,江苏省
3109,601800.SH,中国交建,0.24,1.15,0.74,0.45,1.21,0.6,12810478506,西城区,北京市
3110,601801.SH,皖新传媒,0.14,0.55,0.55,0.44,0.56,0.65,39621127246,合肥市,安徽省
3111,601808.SH,中海油服,0.01,0.01,-0.06,-0.08,0.01,0.98,11981459349,滨海新区,天津市
3112,601811.SH,新华文轩,0.18,0.76,0.49,0.36,0.75,0.7,1.97147E+11,成都市,四川省
3113,601818.SH,光大银行,0.19,0.61,0.5,0.32,0.64,1.67,37664513023,西城区,北京市
3114,601828.SH,美凯龙,0.37,1.2,1.09,0.78,1.13,0.4,32040669333,浦东新区,上海市
3115,601838.SH,成都银行,0.35,1.3,0.95,0.6,1.2,1.01,1.26278E+12,成都市,四川省
3116,601857.SH,中国石油,0.06,0.29,0.26,0.15,0.12,0.87,8980080000,东城区,北京市
3117,601858.SH,中国科传,0.02,0.54,0.24,0.14,0.48,0.35,26431617779,东城区,北京市
3118,601860.SH,紫金银行,0.08,0.38,0.3,0.18,0.35,--,17317583325,南京市,江苏省
3119,601865.SH,福莱特,0.06,0.23,--,0.12,0.24,0.18,26807992993,嘉兴市,浙江省
3120,601866.SH,中远海发,0.05,0.12,0.07,0.03,0.13,1.26,20242549266,浦东新区,上海市
3121,601869.SH,长飞光纤,0.33,2.09,1.76,1.19,1.86,0.38,25358440906,武汉市,湖北省
3122,601872.SH,招商轮船,0.05,0.19,0.08,0.02,0.12,0.72,51526233958,浦东新区,上海市
3123,601877.SH,正泰电器,0.25,1.68,1.3,0.83,1.34,0.4,31300000626,温州市,浙江省
3124,601878.SH,浙商证券,0.08,0.22,0.17,0.12,0.34,0.4,20742034141,杭州市,浙江省
3125,601880.SH,大连港,0.01,0.04,0.03,0.01,0.04,0.89,83567603569,大连市,辽宁省
3126,601881.SH,中国银河,0.15,0.28,0.18,0.13,0.39,0.79,4108140000,西城区,北京市
3127,601882.SH,海天精工,0.02,0.19,0.16,0.1,0.2,0.29,9474750500,宁波市,浙江省
3128,601886.SH,江河集团,0.1,0.53,0.38,0.27,0.4,0.45,1.50633E+11,顺义区,北京市
3129,601888.SH,中国国旅,1.18,1.59,1.39,0.98,1.3,0.07,6399198000,东城区,北京市
3130,601890.SH,亚星锚链,0.03,-0.02,-0.01,-0.01,0.04,0.43,56104678615,泰州市,江苏省
3131,601898.SH,中煤能源,0.12,0.26,0.31,0.21,0.18,1.34,70355120328,朝阳区,北京市
3132,601899.SH,紫金矿业,0.04,0.18,0.15,0.11,0.16,0.46,8985641957,龙岩市,福建省
3133,601900.SH,南方传媒,0.31,0.73,0.54,0.29,0.72,0.49,55155079347,广州市,广东省
3134,601901.SH,方正证券,0.07,0.08,0.06,0.03,0.18,0.69,7003494931,长沙市,湖南省
3135,601908.SH,京运通,-0.01,0.23,0.24,0.17,0.2,0.8,8574693358,大兴区,北京市
3136,601918.SH,新集能源,0.16,0.1,0.35,0.3,0.01,0.68,58340062279,淮南市,安徽省
3137,601919.SH,中远海控,0.06,0.12,0.08,0,0.26,0.61,20079261000,滨海新区,天津市
3138,601928.SH,凤凰传媒,0.13,0.52,0.43,0.31,0.46,0.52,7653144201,南京市,江苏省
3139,601929.SH,吉视传媒,0.01,0.1,0.06,0.05,0.12,0.94,94556165627,长春市,吉林省
3140,601933.SH,永辉超市,0.12,0.15,0.11,0.1,0.19,0.18,1.41321E+12,福州市,福建省
3141,601939.SH,建设银行,0.31,1,0.86,0.59,0.96,1.42,11135475000,西城区,北京市
3142,601949.SH,中国出版,0.03,0.33,0.13,0.05,0.34,0.35,10045620000,东城区,北京市
3143,601952.SH,苏垦农发,0.09,0.44,0.32,0.22,0.59,0.52,20456671896,南京市,江苏省
3144,601958.SH,金钼股份,0.02,0.12,0.07,0.05,0.03,0.64,7208083487,西安市,陕西省
3145,601965.SH,中国汽研,0.1,0.42,0.27,0.18,0.39,0.58,20052121381,渝北区,重庆市
3146,601966.SH,玲珑轮胎,0.24,0.98,0.74,0.44,0.87,0.37,3949999842,烟台市,山东省
3147,601968.SH,宝钢包装,0.02,0.05,0.03,0.02,0.01,0.46,10477300883,宝山区,上海市
3148,601969.SH,海南矿业,0.02,-0.39,-0.27,-0.11,0.02,0.41,16476752079,昌江黎族自治县,海南省
3149,601975.SH,招商南油,0.04,0.07,0.04,0.04,0.08,0.23,88567296700,南京市,江苏省
3150,601985.SH,中国核电,0.09,0.3,0.25,0.17,0.29,0.4,1.04436E+12,西城区,北京市
3151,601988.SH,中国银行,0.17,0.59,0.5,0.37,0.56,1.47,1.20805E+11,西城区,北京市
3152,601989.SH,中国重工,0.02,0.03,0.06,0.04,0.05,0.66,32658351696,海淀区,北京市
3153,601990.SH,南京证券,0.08,0.09,0.09,0.08,0.17,0.33,49785437599,南京市,江苏省
3154,601991.SH,大唐发电,0.02,0.07,0.11,0.09,0.13,1.02,35787645506,西城区,北京市
3155,601992.SH,金隅集团,0.04,0.31,0.29,0.23,0.27,1.26,3714131232,东城区,北京市
3156,601996.SH,丰林集团,0.03,0.14,0.12,0.07,0.13,0.67,30203497566,南宁市,广西壮族自治区
3157,601997.SH,贵阳银行,0.57,2.23,1.62,0.99,1.97,1.17,2.6361E+11,贵阳市,贵州省
3158,601998.SH,中信银行,0.27,0.88,0.72,0.53,0.84,1.66,3338543082,东城区,北京市
3159,601999.SH,出版传媒,0.03,0.32,0.22,0.12,0.29,0.52,22334959331,沈阳市,辽宁省
3160,603000.SH,人民网,-0.02,0.19,0.06,-0.02,0.08,0.13,4246378200,西城区,北京市
3161,603001.SH,奥康国际,0.2,0.34,0.43,0.42,0.56,0.98,2684979129,温州市,浙江省
3162,603002.SH,宏昌电子,0.01,0.08,0.08,0.06,0.13,0.4,3261448708,广州市,广东省
3163,603003.SH,龙宇燃油,-0.03,0.15,0.11,0.06,0.13,1.19,4355970363,浦东新区,上海市
3164,603005.SH,晶方科技,0.01,0.31,0.13,0.11,0.42,0.44,2469447684,苏州市,江苏省
3165,603006.SH,联明股份,0.13,0.53,0.35,0.24,0.6,0.33,3059460690,浦东新区,上海市
3166,603007.SH,花王股份,0.07,0.3,0.29,0.22,0.51,0.34,4406612903,镇江市,江苏省
3167,603008.SH,喜临门,0.06,-1.13,0.4,0.31,0.74,0.55,2656708432,绍兴市,浙江省
3168,603009.SH,北特科技,0.03,0.16,0.15,0.12,0.22,0.61,3940348183,嘉定区,上海市
3169,603010.SH,万盛股份,0.11,0.43,0.54,0.19,0.36,0.25,2428936496,台州市,浙江省
3170,603011.SH,合锻智能,0.01,0.11,0.09,0.06,0.09,0.63,6371965600,合肥市,安徽省
3171,603012.SH,创力集团,0.07,0.33,0.24,0.16,0.23,0.42,8460900000,青浦区,上海市
3172,603013.SH,亚普股份,0.12,0.69,0.49,0.41,0.74,0.38,2866343040,扬州市,江苏省
3173,603015.SH,弘讯科技,0.02,0.14,0.13,0.12,0.2,0.37,2549833600,宁波市,浙江省
