,股票代码,股票简称,基本每股收益(元)2019.03.31,基本每股收益(元)2018.12.31,基本每股收益(元)2018.09.30,基本每股收益(元)2018.06.30,基本每股收益(元)2017.12.31,账面市值比(%)2019.05.10,总市值(元)2019.05.10,城市,省份
3174,603016.SH,新宏泰,0.11,0.41,0.32,0.21,0.3,0.32,3417719802,无锡市,江苏省
3175,603017.SH,中衡设计,0.08,0.62,0.42,0.27,0.55,0.49,6200639252,苏州市,江苏省
3176,603018.SH,中设集团,0.25,1.28,0.77,0.54,1.42,0.38,37001968567,南京市,江苏省
3177,603019.SH,中科曙光,0.08,0.67,0.27,0.23,0.48,0.09,2864000000,西青区,天津市
3178,603020.SH,爱普股份,0.09,0.34,0.3,0.17,0.45,0.67,1894092574,嘉定区,上海市
3179,603021.SH,山东华鹏,-0.03,0.06,0.01,0.01,0.08,0.58,1668000000,威海市,山东省
3180,603022.SH,新通联,0.03,0.16,0.16,0.11,0.13,0.32,1987316356,宝山区,上海市
3181,603023.SH,威帝股份,0.03,0.18,0.1,0.09,0.19,0.24,9661414651,哈尔滨市,黑龙江省
3182,603025.SH,大豪科技,0.07,0.4,0.35,0.39,0.88,0.17,6925575600,朝阳区,北京市
3183,603026.SH,石大胜华,0.66,1.01,0.84,0.65,0.92,0.24,7495291371,东营市,山东省
3184,603027.SH,千禾味业,0.15,0.74,0.53,0.42,0.45,0.17,2130720000,眉山市,四川省
3185,603028.SH,赛福天,0.02,0.08,0.05,0.04,0.11,0.29,1341295800,无锡市,江苏省
3186,603029.SH,天鹅股份,-0.05,0.16,-0.05,-0.07,0.12,0.52,3794862248,济南市,山东省
3187,603030.SH,全筑股份,0.09,0.49,0.24,0.13,0.31,0.43,1372000000,青浦区,上海市
3188,603031.SH,安德利,0.05,0.05,0.08,0.1,0.48,0.27,4728236400,合肥市,安徽省
3189,603032.SH,德新交运,0.01,1.62,0.03,0.01,0.2,0.15,5512142862,乌鲁木齐市,新疆维吾尔自治区
3190,603033.SH,三维股份,0.23,0.65,0.57,0.34,0.45,0.5,2998800000,台州市,浙江省
3191,603035.SH,常熟汽饰,0.09,1.21,1.11,0.95,0.81,0.69,2436252800,苏州市,江苏省
3192,603036.SH,如通股份,0.03,0.19,0.13,0.07,0.18,0.41,2145993902,南通市,江苏省
3193,603037.SH,凯众股份,0.38,1.21,0.97,0.76,1.11,0.4,1800833934,浦东新区,上海市
3194,603038.SH,华立股份,0.12,0.89,0.61,0.39,1.39,0.54,9948507379,东莞市,广东省
3195,603039.SH,泛微网络,0.2,1.16,0.6,0.35,1.33,0.08,2256411214,奉贤区,上海市
3196,603040.SH,新坐标,0.35,1.31,1.01,0.65,1.83,0.32,1572769840,杭州市,浙江省
3197,603041.SH,美思德,0.16,0.41,0.31,0.22,0.54,0.45,1776160000,南京市,江苏省
3198,603042.SH,华脉科技,-0.07,-0.8,-0.03,0.09,0.6,0.38,11429052045,南京市,江苏省
3199,603043.SH,广州酒家,0.11,0.95,0.74,0.14,0.9,0.14,2694403000,广州市,广东省
3200,603045.SH,福达合金,0.15,0.66,0.44,0.33,0.74,--,1867445705,温州市,浙江省
3201,603050.SH,科林电气,-0.05,0.54,0.26,0.15,0.49,0.48,5848368000,石家庄市,河北省
3202,603055.SH,台华新材,0.1,0.63,0.62,0.43,0.74,0.33,14620800000,嘉兴市,浙江省
3203,603056.SH,德邦股份,-0.05,0.74,0.48,0.33,0.64,0.23,3905773408,青浦区,上海市
3204,603058.SH,永吉股份,0.06,0.26,0.21,0.15,0.22,0.23,2414400000,贵阳市,贵州省
3205,603059.SH,倍加洁,0.3,1.23,1.02,0.62,1.44,0.35,5695800000,扬州市,江苏省
3206,603060.SH,国检集团,0.1,0.87,0.63,0.36,0.66,0.19,4287355500,朝阳区,北京市
3207,603063.SH,禾望电气,0.07,0.13,0.1,0.09,0.6,0.49,2306866996,深圳市,广东省
3208,603066.SH,音飞储存,0.05,0.31,0.24,0.19,0.28,0.4,2892120000,南京市,江苏省
3209,603067.SH,振华股份,0.08,0.47,0.38,0.29,0.46,0.44,7301880430,黄石市,湖北省
3210,603068.SH,博通集成,0.16,1.19,--,--,0.84,0.06,2174080000,浦东新区,上海市
3211,603069.SH,海汽集团,0.05,0.19,0.16,0.11,0.16,0.45,1787255000,海口市,海南省
3212,603076.SH,乐惠国际,0.28,0.52,0.75,0.55,1.14,0.47,18015750465,宁波市,浙江省
3213,603077.SH,和邦生物,0.01,0.04,0.05,0.03,0.06,0.5,2572080000,乐山市,四川省
3214,603078.SH,江化微,0.06,0.48,0.35,0.23,0.95,0.3,3192000000,无锡市,江苏省
3215,603079.SH,圣达生物,0.13,0.4,0.46,0.33,1.09,0.24,2626240000,台州市,浙江省
3216,603080.SH,新疆火炬,0.21,0.65,0.41,0.28,0.8,0.37,5203310000,喀什地区,新疆维吾尔自治区
3217,603081.SH,大丰实业,0.14,0.57,0.39,0.25,0.6,0.31,3809313051,宁波市,浙江省
3218,603083.SH,剑桥科技,-0.03,0.6,0.44,0.07,0.8,0.29,2851664094,闵行区,上海市
3219,603085.SH,天成自控,0.08,0.13,0.14,0.13,0.31,0.35,3801280000,台州市,浙江省
3220,603086.SH,先达股份,0.36,2.24,1.6,1.1,1.54,0.32,1515360000,滨州市,山东省
3221,603088.SH,宁波精达,0.11,0.36,0.28,0.13,0.39,0.35,2268870900,宁波市,浙江省
3222,603089.SH,正裕工业,0.28,0.94,0.6,0.2,0.69,0.32,1505000000,台州市,浙江省
3223,603090.SH,宏盛股份,0.04,0.33,0.25,0.15,0.25,0.31,8316029680,无锡市,江苏省
3224,603096.SH,新经典,0.41,1.79,1.39,0.81,1.9,0.21,5476936920,滨海新区,天津市
3225,603098.SH,森特股份,0.08,0.46,0.33,0.21,0.5,0.35,2581365600,顺义区,北京市
3226,603099.SH,长白山,-0.09,0.25,0.29,-0.16,0.27,0.4,3685350000,延边朝鲜族自治州,吉林省
3227,603100.SH,川仪股份,0.1,0.98,0.4,0.25,0.4,0.56,2748000000,北碚区,重庆市
3228,603101.SH,汇嘉时代,0.04,0.29,0.4,0.33,0.43,0.35,10110960000,乌鲁木齐市,新疆维吾尔自治区
3229,603103.SH,横店影视,0.35,0.71,0.71,0.5,0.8,0.23,5775000000,金华市,浙江省
3230,603105.SH,芯能科技,0,0.15,0.17,0.13,0.28,0.26,3538920000,嘉兴市,浙江省
3231,603106.SH,恒银金融,0.03,0.26,0.16,0.15,0.66,0.47,5783750108,滨海新区,天津市
3232,603108.SH,润达医疗,0.12,0.45,0.42,0.25,0.38,0.34,1897280616,金山区,上海市
3233,603110.SH,东方材料,0.08,0.23,0.24,0.16,0.68,0.23,5115368743,台州市,浙江省
3234,603111.SH,康尼机电,0.06,-3.22,-0.55,-0.63,0.38,0.26,8381649242,南京市,江苏省
3235,603113.SH,金能科技,0.22,1.88,1.36,0.77,1.05,0.59,4471959400,德州市,山东省
3236,603116.SH,红蜻蜓,0.12,0.34,0.4,0.38,0.91,0.45,2906149375,温州市,浙江省
3237,603117.SH,万林物流,0.04,0.18,0.13,0.13,0.23,0.68,7858178653,泰州市,江苏省
3238,603118.SH,共进股份,0.11,0.25,0.15,0.07,0.13,0.55,4201200000,深圳市,广东省
3239,603121.SH,华培动力,0.14,0.58,--,0.29,0.73,0.26,3129141005,青浦区,上海市
3240,603123.SH,翠微股份,0.09,0.33,0.17,0.14,0.28,0.97,3644685000,海淀区,北京市
3241,603126.SH,中材节能,-0.01,0.21,0.15,0.08,0.22,0.37,7252709422,北辰区,天津市
3242,603127.SH,昭衍新药,0.1,0.94,0.5,0.2,1.12,0.06,9047622876,大兴区,北京市
3243,603128.SH,华贸物流,0.07,0.32,0.25,0.18,0.28,0.34,2779338232,浦东新区,上海市
3244,603129.SH,春风动力,0.16,0.9,0.72,0.53,0.88,0.34,4908159710,杭州市,浙江省
3245,603131.SH,上海沪工,0.05,0.37,0.23,0.08,0.34,0.2,3166897600,青浦区,上海市
3246,603133.SH,碳元科技,-0.04,0.26,0.22,0.15,0.26,0.3,2444120000,常州市,江苏省
3247,603136.SH,天目湖,0.13,1.29,1.18,0.61,1.3,0.23,2996928144,常州市,江苏省
3248,603138.SH,海量数据,0.05,0.36,0.28,0.22,0.55,0.15,1675986400,海淀区,北京市
3249,603139.SH,康惠制药,0.1,0.56,0.33,0.23,0.69,0.57,37606251480,咸阳市,陕西省
3250,603156.SH,养元饮品,1.13,3.8,2.34,1.77,4.67,0.32,3199448370,衡水市,河北省
3251,603157.SH,拉夏贝尔,0.02,-0.29,0.44,0.43,0.98,0.99,3589412000,徐汇区,上海市
3252,603158.SH,腾龙股份,0.08,0.54,0.38,0.26,0.61,0.24,2280000000,常州市,江苏省
3253,603159.SH,上海亚虹,0.01,0.43,0.3,0.22,0.45,0.16,60794035363,奉贤区,上海市
3254,603160.SH,汇顶科技,0.91,1.65,0.7,0.25,1.95,0.08,1954310000,深圳市,广东省
3255,603161.SH,科华控股,0.18,0.8,0.56,0.38,1.07,0.64,3142677440,常州市,江苏省
3256,603165.SH,荣晟环保,0.39,1.17,0.78,0.68,3.21,0.39,3813445370,嘉兴市,浙江省
3257,603166.SH,福达股份,0.08,0.19,0.13,0.11,0.23,0.5,5104951200,桂林市,广西壮族自治区
3258,603167.SH,渤海轮渡,0.38,0.83,0.67,0.53,0.75,0.71,2680743667,烟台市,山东省
3259,603168.SH,莎普爱思,0.06,-0.39,0.24,0.16,0.59,0.58,6193349878,嘉兴市,浙江省
3260,603169.SH,兰石重装,0.02,-1.44,-0.15,-0.05,0.01,0.29,2062420000,兰州市,甘肃省
3261,603177.SH,德创环保,-0.05,0.06,0.01,-0.02,0.19,0.25,2438520000,绍兴市,浙江省
3262,603178.SH,圣龙股份,-0.13,0.19,0.21,0.16,0.5,0.31,3368060899,宁波市,浙江省
3263,603179.SH,新泉股份,0.24,1.37,1.01,0.67,1.65,0.44,4029750000,镇江市,江苏省
3264,603180.SH,金牌厨柜,0.29,3.14,1.78,0.91,2.78,0.22,3946000000,厦门市,福建省
3265,603181.SH,皇马科技,0.28,0.99,0.68,0.41,0.89,0.34,1940363040,绍兴市,浙江省
3266,603183.SH,建研院,0.04,0.52,0.28,0.22,0.92,0.26,5028660000,苏州市,江苏省
3267,603185.SH,上机数控,0.34,2.13,1.83,1.28,2,--,3452351500,无锡市,江苏省
3268,603186.SH,华正新材,0.12,0.58,0.45,0.24,0.72,0.16,3740800000,杭州市,浙江省
3269,603187.SH,海容冷链,0.62,2.26,2.06,1.63,1.98,0.36,4677120000,青岛市,山东省
3270,603188.SH,亚邦股份,0.21,0.28,0.48,0.35,0.87,0.51,2872608000,常州市,江苏省
3271,603189.SH,网达软件,0.05,0.04,0.03,-0.04,0.17,0.26,2917333342,浦东新区,上海市
3272,603192.SH,汇得科技,0.25,1.3,1.1,0.74,1.38,0.39,2097600000,金山区,上海市
3273,603196.SH,日播时尚,0.02,0.16,0.09,0.07,0.39,0.45,3716296393,松江区,上海市
3274,603197.SH,保隆科技,0.21,0.94,0.75,0.52,1.66,0.25,13904000000,松江区,上海市
3275,603198.SH,迎驾贡酒,0.44,0.97,0.62,0.48,0.83,0.26,2312105200,六安市,安徽省
3276,603199.SH,九华旅游,0.35,0.83,0.73,0.54,0.75,0.44,2559017450,池州市,安徽省
3277,603200.SH,上海洗霸,0.25,1.08,0.8,0.61,0.87,0.3,3617174880,嘉定区,上海市
3278,603203.SH,快克股份,0.22,1.01,0.72,0.46,1.1,0.23,2564293616,常州市,江苏省
3279,603208.SH,江山欧派,0.13,1.89,1.33,0.71,1.78,0.43,3762000000,衢州市,浙江省
3280,603214.SH,爱婴室,0.18,1.28,0.72,0.56,1.25,0.16,10209256100,浦东新区,上海市
3281,603217.SH,元利科技,--,3.54,--,--,2.31,--,8812158400,潍坊市,山东省
3282,603218.SH,日月股份,0.2,0.7,0.5,0.29,0.57,0.22,11798400000,宁波市,浙江省
3283,603220.SH,贝通信,0.01,0.56,0.28,0.14,0.46,0.17,2066400000,武汉市,湖北省
3284,603222.SH,济民制药,0.04,0.1,0.12,0.09,0.17,0.06,15700368249,台州市,浙江省
3285,603223.SH,恒通股份,0.03,0.24,0.28,0.21,0.52,0.42,3148017122,烟台市,山东省
3286,603225.SH,新凤鸣,0.22,1.69,1.73,0.96,2.6,0.28,2746779000,嘉兴市,浙江省
3287,603226.SH,菲林格尔,0.12,1.01,0.84,0.5,1.06,0.27,24090561762,奉贤区,上海市
3288,603227.SH,雪峰科技,-0.03,0.08,0.07,0.01,0.03,0.39,2203200000,乌鲁木齐市,新疆维吾尔自治区
3289,603228.SH,景旺电子,0.45,1.97,1.54,0.96,1.62,0.1,3130764000,深圳市,广东省
3290,603229.SH,奥翔药业,0.05,0.27,0.2,0.15,0.37,0.27,21032525800,台州市,浙江省
3291,603232.SH,格尔软件,-0.02,0.84,0.13,0.11,1.26,0.16,2088000000,静安区,上海市
3292,603233.SH,大参林,0.46,1.33,1.03,0.72,1.26,0.09,2750515200,广州市,广东省
3293,603238.SH,诺邦股份,0.13,0.46,0.35,0.21,0.45,0.38,4154400000,杭州市,浙江省
3294,603239.SH,浙江仙通,0.1,0.45,0.42,0.33,0.63,0.35,91159246161,台州市,浙江省
3295,603258.SH,电魂网络,0.17,0.54,0.37,0.22,0.69,0.44,31289000000,杭州市,浙江省
3296,603259.SH,药明康德,0.33,2.23,1.94,1.31,1.31,0.15,2290065864,无锡市,江苏省
3297,603260.SH,合盛硅业,0.6,4.19,3.35,2.16,2.48,0.14,--,嘉兴市,浙江省
3298,603266.SH,天龙股份,0.08,0.48,0.39,0.25,0.8,0.32,2143607088,宁波市,浙江省
3299,603267.SH,鸿远电子,--,1.76,--,--,0.98,--,1342779600,丰台区,北京市
3300,603268.SH,松发股份,0.09,0.3,0.29,0.17,0.52,0.23,3931564350,潮州市,广东省
3301,603269.SH,海鸥股份,0.07,0.36,0.2,0.12,0.46,0.45,3229795692,常州市,江苏省
3302,603277.SH,银都股份,0.14,0.62,0.49,0.29,0.56,0.49,2949281868,杭州市,浙江省
3303,603278.SH,大业股份,0.2,0.99,0.82,0.49,0.82,0.47,1296478720,潍坊市,山东省
3304,603283.SH,赛腾股份,0.22,0.75,0.47,0.33,0.8,0.27,2.47057E+11,苏州市,江苏省
3305,603286.SH,日盈电子,0.06,0.25,0.17,0.14,0.44,0.34,3260296000,常州市,江苏省
3306,603288.SH,海天味业,0.55,1.62,1.16,0.83,1.31,0.04,3729600000,佛山市,广东省
3307,603289.SH,泰瑞机器,0.09,0.38,0.27,0.16,0.52,0.29,8453548099,杭州市,浙江省
3308,603297.SH,永新光学,0.31,1.79,1.48,0.81,1.69,0.26,5655078261,宁波市,浙江省
3309,603298.SH,杭叉集团,0.23,0.88,0.69,0.51,0.77,0.43,4663697904,杭州市,浙江省
3310,603299.SH,苏盐井神,0.19,0.26,0.21,0.17,0.32,0.65,3294000000,淮安市,江苏省
3311,603300.SH,华铁科技,0.13,-0.06,0.18,0.09,0.08,0.29,--,杭州市,浙江省
3312,603301.SH,振德医疗,0.32,1.42,0.96,0.63,1.62,0.3,4920480000,绍兴市,浙江省
3313,603302.SH,鑫广绿环,--,--,--,--,--,--,9766628000,烟台市,山东省
3314,603303.SH,得邦照明,0.1,0.61,0.51,0.27,0.55,0.49,4854935640,金华市,浙江省
3315,603305.SH,旭升股份,0.09,0.73,0.57,0.33,0.59,0.15,4107653609,宁波市,浙江省
3316,603306.SH,华懋科技,0.17,0.9,0.7,0.6,1.27,0.49,3698000000,厦门市,福建省
3317,603308.SH,应流股份,0.08,0.17,0.16,0.13,0.14,0.63,2226000000,合肥市,安徽省
3318,603309.SH,维力医疗,0.1,0.33,0.21,0.13,0.32,0.26,5834517300,广州市,广东省
3319,603311.SH,金海环境,0.1,0.31,0.3,0.23,0.38,0.3,2714194118,绍兴市,浙江省
3320,603313.SH,梦百合,0.31,0.78,0.46,0.16,0.65,0.34,1705519200,南通市,江苏省
3321,603315.SH,福鞍股份,0.01,0.04,0.04,0.02,0.04,0.35,14262110600,鞍山市,辽宁省
3322,603316.SH,诚邦股份,-0.02,0.28,0.21,0.17,0.39,0.49,9824443468,杭州市,浙江省
3323,603317.SH,天味食品,0.2,0.72,--,0.2,0.5,0.08,1815845831,成都市,四川省
3324,603318.SH,派思股份,-0.06,0.01,0.03,0.07,0.15,0.1,2333000000,大连市,辽宁省
3325,603319.SH,湘油泵,0.41,1.2,0.91,0.69,1.37,0.4,2308640000,衡阳市,湖南省
3326,603320.SH,迪贝电气,0.12,0.43,0.36,0.23,0.56,0.24,3180800000,绍兴市,浙江省
3327,603321.SH,梅轮电梯,0.01,0.16,0.15,0.12,0.31,0.39,11242338039,绍兴市,浙江省
3328,603322.SH,超讯通信,-0.21,0.25,0.11,0.03,0.27,0.13,2485869540,广州市,广东省
3329,603323.SH,苏农银行,0.15,0.55,0.5,0.35,0.5,0.99,--,苏州市,江苏省
3330,603326.SH,我乐家居,0,0.45,0.3,0.09,0.6,0.3,10376265338,南京市,江苏省
3331,603327.SH,福蓉科技,--,0.46,--,0.21,0.39,--,2645280000,成都市,四川省
3332,603328.SH,依顿电子,0.11,0.66,0.48,0.26,0.55,0.41,1589640000,中山市,广东省
3333,603329.SH,上海雅仕,0.05,0.34,0.36,0.29,0.78,0.23,2111672122,浦东新区,上海市
3334,603330.SH,上海天洋,0.06,0.45,0.48,0.32,0.53,0.41,3613336440,嘉定区,上海市
3335,603331.SH,百达精工,0.19,0.55,0.45,0.32,0.56,0.33,4404442350,台州市,浙江省
3336,603332.SH,苏州龙杰,0.3,1.73,--,0.85,1.51,--,2427579882,苏州市,江苏省
3337,603333.SH,尚纬股份,0.04,0.11,0.1,0.05,0.03,0.31,3763537050,乐山市,四川省
3338,603335.SH,迪生力,0.01,0.04,0.06,0.04,0.05,0.24,10918081800,江门市,广东省
3339,603336.SH,宏辉果蔬,0.09,0.37,0.32,0.19,0.47,0.16,17098504582,汕头市,广东省
3340,603337.SH,杰克股份,0.38,1.49,1.21,0.72,1.6,0.2,3333966125,台州市,浙江省
3341,603338.SH,浙江鼎力,0.41,1.94,1.6,0.83,1.73,0.16,10132388982,湖州市,浙江省
3342,603339.SH,四方科技,0.16,0.88,0.69,0.39,0.83,0.33,4448400000,南通市,江苏省
3343,603345.SH,安井食品,0.3,1.25,0.91,0.66,0.98,0.16,3461335064,厦门市,福建省
3344,603348.SH,文灿股份,0.16,0.62,0.54,0.33,0.94,0.37,9190920000,佛山市,广东省
3345,603351.SH,威尔药业,0.62,2.24,1.68,1.22,2.15,0.35,1676083800,南京市,江苏省
3346,603355.SH,莱克电气,0.21,1.05,0.84,0.51,0.91,0.25,6188274165,苏州市,江苏省
3347,603356.SH,华菱精工,0.09,0.46,0.37,0.24,0.6,0.3,3593856000,宣城市,安徽省
3348,603357.SH,设计总院,0.36,1.35,1.07,0.76,1.04,0.32,5381829600,合肥市,安徽省
3349,603358.SH,华达科技,0.12,0.66,0.58,0.64,1.41,0.68,5040252000,泰州市,江苏省
3350,603359.SH,东珠生态,0.26,1.02,0.76,0.56,1.31,0.5,9348633280,无锡市,江苏省
3351,603360.SH,百傲化学,0.17,0.78,0.58,0.34,0.77,0.18,4712058900,大连市,辽宁省
3352,603363.SH,傲农生物,0.04,0.07,0.07,0.04,0.29,0.08,3320000000,漳州市,福建省
3353,603365.SH,水星家纺,0.28,1.07,0.68,0.45,1.25,0.42,7208312700,奉贤区,上海市
3354,603366.SH,日出东方,-0.03,-0.61,-0.05,-0.02,0.07,0.94,9191925687,连云港市,江苏省
3355,603367.SH,辰欣药业,0.28,1.11,0.83,0.52,0.97,0.58,32855355000,济宁市,山东省
3356,603368.SH,柳药股份,0.62,2.04,1.51,0.99,2.17,0.4,9543240000,柳州市,广西壮族自治区
3357,603369.SH,今世缘,0.51,0.92,0.82,0.68,0.71,0.16,2844080000,淮安市,江苏省
3358,603377.SH,东方时尚,0.05,0.38,0.33,0.19,0.56,0.23,21000478873,大兴区,北京市
3359,603378.SH,亚士创能,-0.06,0.3,0.27,0.1,0.72,0.3,2348800000,青浦区,上海市
3360,603379.SH,三美股份,0.58,2.94,--,1.61,2.54,0.17,9518528684,金华市,浙江省
3361,603380.SH,易德龙,0.09,0.63,0.46,0.32,0.68,0.33,3516654147,苏州市,江苏省
3362,603383.SH,顶点软件,0.04,1.01,0.47,0.31,1.35,0.11,3012874000,福州市,福建省
3363,603385.SH,惠达卫浴,0.14,0.65,0.54,0.32,0.85,0.87,6973614061,唐山市,河北省
3364,603386.SH,广东骏亚,0.09,0.34,0.31,0.2,0.4,0.19,2417763700,惠州市,广东省
3365,603387.SH,基蛋生物,0.46,1.35,0.97,0.7,1.72,0.21,2207116800,南京市,江苏省
3366,603388.SH,元成股份,0.04,0.67,0.41,0.24,0.47,0.37,5993600000,杭州市,浙江省
3367,603389.SH,亚振家居,-0.1,-0.39,-0.1,-0.08,0.28,0.31,2731373512,南通市,江苏省
3368,603393.SH,新天然气,0.48,2.09,0.78,0.64,1.65,0.29,3316530855,乌鲁木齐市,新疆维吾尔自治区
3369,603396.SH,金辰股份,0.31,1.12,0.85,0.6,1.27,0.3,6763305528,营口市,辽宁省
3370,603398.SH,邦宝益智,0.11,0.2,0.15,0.07,0.29,0.2,3925840800,汕头市,广东省
3371,603399.SH,吉翔股份,-0.05,0.35,0.42,0.42,0.42,0.35,11904007214,锦州市,辽宁省
3372,603416.SH,信捷电气,0.22,1.06,0.75,0.48,0.88,0.28,6225128000,无锡市,江苏省
3373,603421.SH,鼎信通讯,0.03,0.47,0.45,0.24,0.69,0.27,15366982061,青岛市,山东省
3374,603429.SH,集友股份,0.22,0.61,0.4,0.28,0.74,0.07,6600232310,安庆市,安徽省
3375,603444.SH,吉比特,2.99,10.12,7.09,4.68,8.53,0.13,4275856731,厦门市,福建省
3376,603456.SH,九洲药业,0.05,0.2,0.12,0.11,0.33,0.38,4694572080,台州市,浙江省
3377,603458.SH,勘设股份,0.55,2.83,1.76,1.39,3.18,0.5,1862400000,贵阳市,贵州省
3378,603466.SH,风语筑,0.26,0.72,0.59,0.44,1.46,0.31,18324580000,静安区,上海市
3379,603477.SH,振静股份,0.05,0.25,0.2,0.12,0.35,0.46,1767640860,乐山市,四川省
3380,603486.SH,科沃斯,0.18,1.27,0.76,0.57,1.04,0.13,4057760565,苏州市,江苏省
3381,603488.SH,展鹏科技,0.04,0.37,0.24,0.13,0.38,0.47,2947987140,无锡市,江苏省
3382,603496.SH,恒为科技,0.18,0.75,0.59,0.33,0.86,0.16,2099160000,徐汇区,上海市
3383,603499.SH,翔港科技,0.14,0.48,0.38,0.26,0.58,0.19,24699153548,浦东新区,上海市
3384,603500.SH,祥和实业,0.12,0.47,0.26,0.17,0.76,--,4236000000,台州市,浙江省
3385,603501.SH,韦尔股份,0.11,0.32,0.54,0.34,0.34,0.05,2406031765,浦东新区,上海市
3386,603505.SH,金石资源,0.17,0.57,0.3,0.18,0.35,0.18,2715325680,杭州市,浙江省
3387,603506.SH,南都物业,0.26,0.91,0.66,0.43,1.26,0.28,11879063811,杭州市,浙江省
3388,603507.SH,振江股份,0.04,0.48,0.49,0.31,1.17,0.52,25133763028,无锡市,江苏省
3389,603508.SH,思维列控,3.69,1.17,0.84,0.62,0.82,0.35,2913979705,郑州市,河南省
3390,603515.SH,欧普照明,0.11,1.19,0.76,0.62,1.18,0.16,18679600000,浦东新区,上海市
3391,603516.SH,淳中科技,0.14,0.66,0.54,0.35,1.3,0.23,2487670703,海淀区,北京市
3392,603517.SH,绝味食品,0.44,1.56,1.19,0.77,1.26,0.11,3662007789,长沙市,湖南省
3393,603518.SH,维格娜丝,0.07,1.58,0.8,0.7,1.28,0.7,3576000000,南京市,江苏省
3394,603519.SH,立霸股份,0.17,0.41,0.27,0.18,0.52,0.19,1870478400,无锡市,江苏省
3395,603520.SH,司太立,0.36,0.78,0.7,0.54,0.69,0.3,4682905650,台州市,浙江省
3396,603527.SH,众源新材,0.08,0.54,0.41,0.25,0.83,0.37,6792940000,芜湖市,安徽省
3397,603528.SH,多伦科技,0.07,0.22,0.17,0.12,0.16,0.33,2862112000,南京市,江苏省
3398,603533.SH,掌阅科技,0.08,0.35,0.29,0.2,0.33,0.16,1632960000,朝阳区,北京市
3399,603535.SH,嘉诚国际,0.2,0.91,0.68,0.42,0.95,0.5,3206381000,广州市,广东省
3400,603536.SH,惠发股份,-0.15,0.27,0.12,0.07,0.58,0.29,3809328987,潍坊市,山东省
3401,603538.SH,美诺华,0.29,0.67,0.49,0.38,0.4,0.21,6971943810,宁波市,浙江省
3402,603555.SH,贵人鸟,0.02,-1.09,0.03,0.05,0.25,0.46,4543215924,泉州市,福建省
3403,603556.SH,海兴电力,0.16,0.68,0.63,0.39,1.5,0.69,4288470395,杭州市,浙江省
3404,603557.SH,起步股份,0.1,0.38,0.31,0.23,0.44,0.29,2932188215,丽水市,浙江省
3405,603558.SH,健盛集团,0.17,0.5,0.42,0.27,0.34,0.56,4048253500,杭州市,浙江省
3406,603559.SH,中通国脉,-0.04,0.36,0.12,0.12,0.21,0.29,10911706000,长春市,吉林省
3407,603566.SH,普莱柯,0.04,0.42,0.37,0.24,0.36,0.4,16938518970,洛阳市,河南省
3408,603567.SH,珍宝岛,0.2,0.54,0.44,0.29,0.61,0.44,6580164500,鸡西市,黑龙江省
3409,603568.SH,伟明环保,0.34,1.08,0.85,0.55,0.74,0.13,2313764400,温州市,浙江省
3410,603569.SH,长久物流,0.1,0.72,0.34,0.29,0.98,0.29,1740852000,顺义区,北京市
3411,603577.SH,汇金通,0.06,0.18,0.15,0.14,0.27,0.39,4340000000,青岛市,山东省
3412,603578.SH,三星新材,0.18,0.68,0.57,0.41,0.66,0.32,1666083300,湖州市,浙江省
3413,603579.SH,荣泰健康,0.41,1.78,1.31,1.01,1.58,0.36,7343675850,青浦区,上海市
3414,603580.SH,艾艾精工,0.05,0.38,0.34,0.19,0.48,0.23,4345200000,静安区,上海市
3415,603583.SH,捷昌驱动,0.49,2.59,1.76,1.17,1.74,0.23,3571539411,绍兴市,浙江省
3416,603585.SH,苏利股份,0.44,1.73,1.26,0.85,1.5,0.26,9439540000,无锡市,江苏省
3417,603586.SH,金麒麟,0.19,0.41,0.37,0.17,0.89,0.51,6592218761,德州市,山东省
3418,603587.SH,地素时尚,0.49,1.55,1.25,0.99,1.41,0.31,35580000000,长宁区,上海市
3419,603588.SH,高能环境,0.08,0.5,0.37,0.23,0.3,0.34,5984000000,海淀区,北京市
3420,603589.SH,口子窖,0.91,2.55,1.9,1.22,1.86,0.14,4762841395,淮北市,安徽省
3421,603590.SH,康辰药业,0.31,1.98,1.26,0.84,3.99,0.43,7578806550,密云区,北京市
